729.09546,529.34247
619.4999,511.18427
1229.784,691.34204
1118.4662,625.5528
577.80383,192.67297
713.0894,402.3792
1180.164,751.1128
615.96277,282.5504
482.2354,679.8341
814.51715,516.2919
1023.56854,614.4261
694.6999,73.04492
991.6429,680.8205
607.8619,775.3495
704.5452,1057.7711
994.78345,844.2821
600.0119,898.04315
215.3323,375.73956
1142.4905,512.2737
396.81912,252.62488
775.08734,270.7295
559.81537,708.43207
155.08415,430.50574
942.7846,795.6289
800.6428,1010.39197
1402.9474,546.47394
124.84131,786.36
884.38007,1059.8386
293.83038,310.9295
814.05786,1083.887
897.7691,920.1616
1093.8812,770.13184
981.9109,508.08527
1117.2347,338.6659
823.97656,327.8579
1154.246,903.2407
856.95734,974.8579
1217.5662,622.6061
1438.7211,690.394
890.526,212.3211
555.9862,947.40393
604.0827,339.42603
1016.21063,738.6271
994.83185,275.6856
1240.3839,403.549
786.1567,877.1199
111.04364,510.77527
1368.0122,846.1167
908.9493,984.7788
483.7362,404.425
849.8517,877.25366
94.79563,651.08105
1187.5736,558.4986
1229.0933,903.2262
923.8854,566.61926
752.12177,926.2704
1278.5413,888.2147
898.24005,681.17505
836.0579,433.69952
310.67694,978.6302
1408.3337,794.57263
795.9007,151.84583
271.8811,967.7613
203.50797,919.4734
704.3246,956.569
763.73517,984.25055
481.10382,964.5792
469.02176,529.2463
