354.64774,166.6423
352.7864,62.516357
370.20135,298.4929
105.50422,406.9527
352.86255,203.1608
233.137,406.8991
314.4601,326.8817
354.2946,99.882996
169.99619,341.94763
225.17592,326.67365
224.93706,239.30112
266.99304,98.369965
268.04257,167.22943
350.64633,365.1928
169.57607,472.99286
434.99304,298.59088
72.01967,150.58667
440.91843,133.0198
145.57278,279.94763
220.42703,150.72888
454.733,365.10016
403.00546,406.97534
314.99966,239.99438
155.00887,421.52582
154.99333,391.99976
184.01234,421.09082
182.99503,391.9782
0.46164775,511.88013
169.647,511.98892
510.89117,1.3408203
