640.3497,1448.5657
636.8264,1257.4363
2745.4573,1782.259
1710.0619,1614.9275
2746.0571,1351.808
1933.7457,1235.4745
1722.1563,2067.3552
2342.7139,1220.9735
1738.4825,1042.8717
2161.6833,1587.2582
1930.5594,1352.28
2760.5347,2067.0525
346.62366,1653.7557
2160.24,1222.5483
589.8767,1642.0586
1732.5078,1188.4459
348.34808,2085.7073
1238.8766,1393.8765
1315.0996,1214.0625
2740.5054,1045.6627
631.94904,1069.4786
1277.3016,1883.9707
1715.252,1819.1257
2432.5264,1600.4902
1928.9197,1606.5001
837.55676,1630.181
1922.1711,1795.5005
383.83475,1094.5565
787.5073,1241.2903
1504.052,1204.8887
1251.2317,1647.8055
2343.28,2057.653
1031.5372,1659.7292
2441.9065,1364.2661
1512.0448,1393.8761
1512.001,1826.6664
1000.1434,1057.2168
1732.5006,1370.552
1039.5205,1836.8531
1283.6315,2079.0078
1000.0081,1411.5486
1503.9602,1647.7152
615.89404,1890.0001
842.5958,1435.2455
2219.1382,1813.1768
2500.884,1804.7343
768.2297,1882.1884
1272.0042,1040.2794
